time,SMControlTest.done,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
52440,z,0,0,0,0,0,0,0,100,1,0,1010,1011,0,0,1010,1011,0,1,z,0,1010,0,1011,0,0,0,0,0,0,0
52460,z,0,0,0,0,0,0,0,100,0,0,1010,1011,0,0,1010,1011,1,0,z,0,1010,0,1011,0,0,0,0,0,0,0
52490,z,0,0,0,0,1,0,0,100,0,0,1010,1011,0,1,1010,1011,1,0,z,0,1010,0,1011,0,0,0,0,1,1,0
52510,z,0,0,0,0,1,0,0,100,0,0,1010,1011,1,1,1010,1011,1,0,z,0,1010,0,1011,0,0,0,1,1,1,0
52530,z,1011,0,0,0,0,0,0,100,1,0,1010,1011,1,1,1010,1011,1,1,z,0,1010,0,1011,0,0,0,1,1,0,1011
52540,z,1011,0,0,0,0,0,0,100,0,0,1010,1011,1,1,1010,1011,1,0,z,0,1010,0,1011,0,0,0,1,1,0,1011
52560,z,1011,0,0,0,0,0,0,100,0,0,1010,1011,0,1,1010,1011,1,0,z,0,1010,0,1011,0,0,0,0,1,0,1011
52580,z,0,0,0,0,1,0,0,100,1,0,1010,1011,0,1,1010,1011,1,1,z,0,1010,0,1011,0,0,0,0,1,1,0
52600,z,0,0,0,0,1,0,0,100,0,0,1010,1011,0,1,1011,1011,0,0,z,0,1010,0,1011,0,0,0,0,1,1,0
52610,z,0,0,0,0,1,0,0,100,0,0,1011,1011,0,1,1011,1011,0,0,z,0,1011,0,1011,0,0,0,0,1,1,0
52630,z,0,0,0,0,0,0,0,100,0,0,1011,1011,0,0,1011,1011,0,0,z,0,1011,0,1011,0,0,0,0,0,0,0
52650,z,0,0,0,0,0,0,0,100,0,0,1011,1011,1,0,1011,1011,0,0,z,0,1011,0,1011,0,0,0,1,0,0,0
52670,z,1011,0,0,0,0,0,0,100,1,0,1011,1011,1,0,1011,1011,0,1,z,0,1011,0,1011,0,0,0,1,0,0,1011
52680,z,1011,0,0,0,0,0,0,100,0,0,1011,1011,1,0,1011,1011,0,0,z,0,1011,0,1011,0,0,0,1,0,0,1011
52700,z,1011,0,0,0,0,0,0,100,0,0,1011,1011,0,0,1011,1011,0,0,z,0,1011,0,1011,0,0,0,0,0,0,1011
52720,z,0,0,0,0,0,0,0,100,1,0,1011,1011,0,0,1011,1011,0,1,z,0,1011,0,1011,0,0,0,0,0,0,0
52740,z,0,0,0,0,0,0,0,100,0,0,1011,1011,0,0,1011,1011,1,0,z,0,1011,0,1011,0,0,0,0,0,0,0
52770,z,0,0,0,0,1,0,0,100,0,0,1011,1011,0,1,1011,1011,1,0,z,0,1011,0,1011,0,0,0,0,1,1,0
52790,z,0,0,0,0,1,0,0,100,0,0,1011,1011,1,1,1011,1011,1,0,z,0,1011,0,1011,0,0,0,1,1,1,0
52810,z,1011,0,0,0,0,0,0,100,1,0,1011,1011,1,1,1011,1011,1,1,z,0,1011,0,1011,0,0,0,1,1,0,1011
52820,z,1011,0,0,0,0,0,0,100,0,0,1011,1011,1,1,1011,1011,1,0,z,0,1011,0,1011,0,0,0,1,1,0,1011
52840,z,1011,0,0,0,0,0,0,100,0,0,1011,1011,0,1,1011,1011,1,0,z,0,1011,0,1011,0,0,0,0,1,0,1011
52860,z,0,0,0,0,1,0,0,100,1,0,1011,1011,0,1,1011,1011,1,1,z,0,1011,0,1011,0,0,0,0,1,1,0
52880,z,0,0,0,0,1,0,0,100,0,0,1011,1011,0,1,1100,1011,0,0,z,0,1011,0,1011,0,0,0,0,1,1,0
52890,z,0,0,0,0,1,0,0,100,0,0,1100,1011,0,1,1100,1011,0,0,z,0,1100,0,1011,0,0,0,0,1,1,0
52910,z,0,0,0,0,0,0,0,100,0,0,1100,1011,0,0,1100,1011,0,0,z,0,1100,0,1011,0,0,0,0,0,0,0
52930,z,0,0,0,0,0,0,0,100,0,0,1100,1011,1,0,1100,1011,0,0,z,0,1100,0,1011,0,0,0,1,0,0,0
52950,z,1011,0,0,0,0,0,0,100,1,0,1100,1011,1,0,1100,1011,0,1,z,0,1100,0,1011,0,0,0,1,0,0,1011
52960,z,1011,0,0,0,0,0,0,100,0,0,1100,1011,1,0,1100,1011,0,0,z,0,1100,0,1011,0,0,0,1,0,0,1011
52980,z,1011,0,0,0,0,0,0,100,0,0,1100,1011,0,0,1100,1011,0,0,z,0,1100,0,1011,0,0,0,0,0,0,1011
53000,z,0,0,0,0,0,0,0,100,1,0,1100,1011,0,0,1100,1011,0,1,z,0,1100,0,1011,0,0,0,0,0,0,0
53020,z,0,0,0,0,0,0,0,100,0,0,1100,1011,0,0,1100,1011,1,0,z,0,1100,0,1011,0,0,0,0,0,0,0
53050,z,0,0,0,0,1,0,0,100,0,0,1100,1011,0,1,1100,1011,1,0,z,0,1100,0,1011,0,0,0,0,1,1,0
53070,z,0,0,0,0,1,0,0,100,0,0,1100,1011,1,1,1100,1011,1,0,z,0,1100,0,1011,0,0,0,1,1,1,0
53090,z,1011,0,0,0,0,0,0,100,1,0,1100,1011,1,1,1100,1011,1,1,z,0,1100,0,1011,0,0,0,1,1,0,1011
53100,z,1011,0,0,0,0,0,0,100,0,0,1100,1011,1,1,1100,1011,1,0,z,0,1100,0,1011,0,0,0,1,1,0,1011
53120,z,1011,0,0,0,0,0,0,100,0,0,1100,1011,0,1,1100,1011,1,0,z,0,1100,0,1011,0,0,0,0,1,0,1011
53140,z,0,0,0,0,1,0,0,100,1,0,1100,1011,0,1,1100,1011,1,1,z,0,1100,0,1011,0,0,0,0,1,1,0
53160,z,0,0,0,0,1,0,0,100,0,0,1100,1011,0,1,1101,1011,0,0,z,0,1100,0,1011,0,0,0,0,1,1,0
53170,z,0,0,0,0,1,0,0,100,0,0,1101,1011,0,1,1101,1011,0,0,z,0,1101,0,1011,0,0,0,0,1,1,0
53190,z,0,0,0,0,0,0,0,100,0,0,1101,1011,0,0,1101,1011,0,0,z,0,1101,0,1011,0,0,0,0,0,0,0
53210,z,0,0,0,0,0,0,0,100,0,0,1101,1011,1,0,1101,1011,0,0,z,0,1101,0,1011,0,0,0,1,0,0,0
53230,z,1011,0,0,0,0,0,0,100,1,0,1101,1011,1,0,1101,1011,0,1,z,0,1101,0,1011,0,0,0,1,0,0,1011
53240,z,1011,0,0,0,0,0,0,100,0,0,1101,1011,1,0,1101,1011,0,0,z,0,1101,0,1011,0,0,0,1,0,0,1011
53260,z,1011,0,0,0,0,0,0,100,0,0,1101,1011,0,0,1101,1011,0,0,z,0,1101,0,1011,0,0,0,0,0,0,1011
53280,z,0,0,0,0,0,0,0,100,1,0,1101,1011,0,0,1101,1011,0,1,z,0,1101,0,1011,0,0,0,0,0,0,0
53300,z,0,0,0,0,0,0,0,100,0,0,1101,1011,0,0,1101,1011,1,0,z,0,1101,0,1011,0,0,0,0,0,0,0
53330,z,0,0,0,0,1,0,0,100,0,0,1101,1011,0,1,1101,1011,1,0,z,0,1101,0,1011,0,0,0,0,1,1,0
53350,z,0,0,0,0,1,0,0,100,0,0,1101,1011,1,1,1101,1011,1,0,z,0,1101,0,1011,0,0,0,1,1,1,0
53370,z,1011,0,0,0,0,0,0,100,1,0,1101,1011,1,1,1101,1011,1,1,z,0,1101,0,1011,0,0,0,1,1,0,1011
53380,z,1011,0,0,0,0,0,0,100,0,0,1101,1011,1,1,1101,1011,1,0,z,0,1101,0,1011,0,0,0,1,1,0,1011
53400,z,1011,0,0,0,0,0,0,100,0,0,1101,1011,0,1,1101,1011,1,0,z,0,1101,0,1011,0,0,0,0,1,0,1011
53420,z,0,0,0,0,1,0,0,100,1,0,1101,1011,0,1,1101,1011,1,1,z,0,1101,0,1011,0,0,0,0,1,1,0
53440,z,0,0,0,0,1,0,0,100,0,0,1101,1011,0,1,1110,1011,0,0,z,0,1101,0,1011,0,0,0,0,1,1,0
53450,z,0,0,0,0,1,0,0,100,0,0,1110,1011,0,1,1110,1011,0,0,z,0,1110,0,1011,0,0,0,0,1,1,0
53470,z,0,0,0,0,0,0,0,100,0,0,1110,1011,0,0,1110,1011,0,0,z,0,1110,0,1011,0,0,0,0,0,0,0
53490,z,0,0,0,0,0,0,0,100,0,0,1110,1011,1,0,1110,1011,0,0,z,0,1110,0,1011,0,0,0,1,0,0,0
53510,z,1011,0,0,0,0,0,0,100,1,0,1110,1011,1,0,1110,1011,0,1,z,0,1110,0,1011,0,0,0,1,0,0,1011
53520,z,1011,0,0,0,0,0,0,100,0,0,1110,1011,1,0,1110,1011,0,0,z,0,1110,0,1011,0,0,0,1,0,0,1011
53540,z,1011,0,0,0,0,0,0,100,0,0,1110,1011,0,0,1110,1011,0,0,z,0,1110,0,1011,0,0,0,0,0,0,1011
53560,z,0,0,0,0,0,0,0,100,1,0,1110,1011,0,0,1110,1011,0,1,z,0,1110,0,1011,0,0,0,0,0,0,0
53580,z,0,0,0,0,0,0,0,100,0,0,1110,1011,0,0,1110,1011,1,0,z,0,1110,0,1011,0,0,0,0,0,0,0
53610,z,0,0,0,0,1,0,0,100,0,0,1110,1011,0,1,1110,1011,1,0,z,0,1110,0,1011,0,0,0,0,1,1,0
53630,z,0,0,0,0,1,0,0,100,0,0,1110,1011,1,1,1110,1011,1,0,z,0,1110,0,1011,0,0,0,1,1,1,0
53650,z,1011,0,0,0,0,0,0,100,1,0,1110,1011,1,1,1110,1011,1,1,z,0,1110,0,1011,0,0,0,1,1,0,1011
53660,z,1011,0,0,0,0,0,0,100,0,0,1110,1011,1,1,1110,1011,1,0,z,0,1110,0,1011,0,0,0,1,1,0,1011
53680,z,1011,0,0,0,0,0,0,100,0,0,1110,1011,0,1,1110,1011,1,0,z,0,1110,0,1011,0,0,0,0,1,0,1011
53700,z,0,0,0,0,1,0,0,100,1,0,1110,1011,0,1,1110,1011,1,1,z,0,1110,0,1011,0,0,0,0,1,1,0
53720,z,0,0,0,0,1,0,0,100,0,0,1110,1011,0,1,1111,1011,0,0,z,0,1110,0,1011,0,0,0,0,1,1,0
53730,z,0,0,0,0,1,0,0,100,0,0,1111,1011,0,1,1111,1011,0,0,z,0,1111,0,1011,0,0,0,0,1,1,0
53750,z,0,0,0,0,0,0,0,100,0,0,1111,1011,0,0,1111,1011,0,0,z,0,1111,0,1011,0,0,0,0,0,0,0
53770,z,0,0,0,0,0,0,0,100,0,0,1111,1011,1,0,1111,1011,0,0,z,0,1111,0,1011,0,0,0,1,0,0,0
53790,z,1011,0,0,0,0,0,0,100,1,0,1111,1011,1,0,1111,1011,0,1,z,0,1111,0,1011,0,0,0,1,0,0,1011
53800,z,1011,0,0,0,0,0,0,100,0,0,1111,1011,1,0,1111,1011,0,0,z,0,1111,0,1011,0,0,0,1,0,0,1011
53820,z,1011,0,0,0,0,0,0,100,0,0,1111,1011,0,0,1111,1011,0,0,z,0,1111,0,1011,0,0,0,0,0,0,1011
53840,z,0,0,0,0,0,0,0,100,1,0,1111,1011,0,0,1111,1011,0,1,z,0,1111,0,1011,0,0,0,0,0,0,0
53860,z,0,0,0,0,0,0,0,100,0,0,1111,1011,0,0,1111,1011,1,0,z,0,1111,0,1011,0,0,0,0,0,0,0
53890,z,0,0,0,0,1,0,0,100,0,0,1111,1011,0,1,1111,1011,1,0,z,0,1111,0,1011,0,0,0,0,1,1,0
53910,z,0,0,0,0,1,0,0,100,0,0,1111,1011,1,1,1111,1011,1,0,z,0,1111,0,1011,0,0,0,1,1,1,0
53930,z,1011,0,0,0,0,0,0,100,1,0,1111,1011,1,1,1111,1011,1,1,z,0,1111,0,1011,0,0,0,1,1,0,1011
53940,z,1011,0,0,0,0,0,0,100,0,0,1111,1011,1,1,1111,1011,1,0,z,0,1111,0,1011,0,0,0,1,1,0,1011
53960,z,1011,0,0,0,0,0,0,100,0,0,1111,1011,0,1,1111,1011,1,0,z,0,1111,0,1011,0,0,0,0,1,0,1011
53980,z,0,0,0,0,1,0,0,100,1,0,1111,1011,0,1,1111,1011,1,1,z,0,1111,0,1011,0,0,0,0,1,1,0
54000,z,0,0,0,0,1,0,0,100,0,0,1111,1011,0,1,10000,1100,10,0,z,0,1111,0,1011,0,0,0,0,1,1,0
54010,z,0,0,0,0,1,0,0,100,0,0,1111,1100,0,1,10000,1100,10,0,z,0,1111,0,1100,0,0,0,0,1,1,0
54020,z,0,0,0,0,1,0,0,100,0,0,1111,1100,0,1,0,1100,0,0,z,0,1111,0,1100,0,0,0,0,1,1,0
54030,z,0,0,0,0,1,0,0,100,0,0,0,1100,0,1,0,1100,0,0,z,0,0,0,1100,0,0,0,0,1,1,0
54050,z,0,0,0,0,0,0,0,100,0,0,0,1100,0,0,0,1100,0,0,z,0,0,0,1100,0,0,0,0,0,0,0
54070,z,0,0,0,0,0,0,0,100,0,0,0,1100,1,0,0,1100,0,0,z,0,0,0,1100,0,0,0,1,0,0,0
54090,z,1100,0,0,0,0,0,0,100,1,0,0,1100,1,0,0,1100,0,1,z,0,0,0,1100,0,0,0,1,0,0,1100
54100,z,1100,0,0,0,0,0,0,100,0,0,0,1100,1,0,0,1100,0,0,z,0,0,0,1100,0,0,0,1,0,0,1100
54120,z,1100,0,0,0,0,0,0,100,0,0,0,1100,0,0,0,1100,0,0,z,0,0,0,1100,0,0,0,0,0,0,1100
54140,z,0,0,0,0,0,0,0,100,1,0,0,1100,0,0,0,1100,0,1,z,0,0,0,1100,0,0,0,0,0,0,0
54160,z,0,0,0,0,0,0,0,100,0,0,0,1100,0,0,0,1100,1,0,z,0,0,0,1100,0,0,0,0,0,0,0
54190,z,0,0,0,0,1,0,0,100,0,0,0,1100,0,1,0,1100,1,0,z,0,0,0,1100,0,0,0,0,1,1,0
54210,z,0,0,0,0,1,0,0,100,0,0,0,1100,1,1,0,1100,1,0,z,0,0,0,1100,0,0,0,1,1,1,0
54230,z,1100,0,0,0,0,0,0,100,1,0,0,1100,1,1,0,1100,1,1,z,0,0,0,1100,0,0,0,1,1,0,1100
54240,z,1100,0,0,0,0,0,0,100,0,0,0,1100,1,1,0,1100,1,0,z,0,0,0,1100,0,0,0,1,1,0,1100
54260,z,1100,0,0,0,0,0,0,100,0,0,0,1100,0,1,0,1100,1,0,z,0,0,0,1100,0,0,0,0,1,0,1100
54280,z,0,0,0,0,1,0,0,100,1,0,0,1100,0,1,0,1100,1,1,z,0,0,0,1100,0,0,0,0,1,1,0
54300,z,0,0,0,0,1,0,0,100,0,0,0,1100,0,1,1,1100,0,0,z,0,0,0,1100,0,0,0,0,1,1,0
54310,z,0,0,0,0,1,0,0,100,0,0,1,1100,0,1,1,1100,0,0,z,0,1,0,1100,0,0,0,0,1,1,0
54330,z,0,0,0,0,0,0,0,100,0,0,1,1100,0,0,1,1100,0,0,z,0,1,0,1100,0,0,0,0,0,0,0
54350,z,0,0,0,0,0,0,0,100,0,0,1,1100,1,0,1,1100,0,0,z,0,1,0,1100,0,0,0,1,0,0,0
54370,z,1100,0,0,0,0,0,0,100,1,0,1,1100,1,0,1,1100,0,1,z,0,1,0,1100,0,0,0,1,0,0,1100
54380,z,1100,0,0,0,0,0,0,100,0,0,1,1100,1,0,1,1100,0,0,z,0,1,0,1100,0,0,0,1,0,0,1100
54400,z,1100,0,0,0,0,0,0,100,0,0,1,1100,0,0,1,1100,0,0,z,0,1,0,1100,0,0,0,0,0,0,1100
54420,z,0,0,0,0,0,0,0,100,1,0,1,1100,0,0,1,1100,0,1,z,0,1,0,1100,0,0,0,0,0,0,0
54440,z,0,0,0,0,0,0,0,100,0,0,1,1100,0,0,1,1100,1,0,z,0,1,0,1100,0,0,0,0,0,0,0
54470,z,0,0,0,0,1,0,0,100,0,0,1,1100,0,1,1,1100,1,0,z,0,1,0,1100,0,0,0,0,1,1,0
54490,z,0,0,0,0,1,0,0,100,0,0,1,1100,1,1,1,1100,1,0,z,0,1,0,1100,0,0,0,1,1,1,0
54510,z,1100,0,0,0,0,0,0,100,1,0,1,1100,1,1,1,1100,1,1,z,0,1,0,1100,0,0,0,1,1,0,1100
54520,z,1100,0,0,0,0,0,0,100,0,0,1,1100,1,1,1,1100,1,0,z,0,1,0,1100,0,0,0,1,1,0,1100
54540,z,1100,0,0,0,0,0,0,100,0,0,1,1100,0,1,1,1100,1,0,z,0,1,0,1100,0,0,0,0,1,0,1100
54560,z,0,0,0,0,1,0,0,100,1,0,1,1100,0,1,1,1100,1,1,z,0,1,0,1100,0,0,0,0,1,1,0
54580,z,0,0,0,0,1,0,0,100,0,0,1,1100,0,1,10,1100,0,0,z,0,1,0,1100,0,0,0,0,1,1,0
54590,z,0,0,0,0,1,0,0,100,0,0,10,1100,0,1,10,1100,0,0,z,0,10,0,1100,0,0,0,0,1,1,0
54610,z,0,0,0,0,0,0,0,100,0,0,10,1100,0,0,10,1100,0,0,z,0,10,0,1100,0,0,0,0,0,0,0
54630,z,0,0,0,0,0,0,0,100,0,0,10,1100,1,0,10,1100,0,0,z,0,10,0,1100,0,0,0,1,0,0,0
54650,z,1100,0,0,0,0,0,0,100,1,0,10,1100,1,0,10,1100,0,1,z,0,10,0,1100,0,0,0,1,0,0,1100
54660,z,1100,0,0,0,0,0,0,100,0,0,10,1100,1,0,10,1100,0,0,z,0,10,0,1100,0,0,0,1,0,0,1100
54680,z,1100,0,0,0,0,0,0,100,0,0,10,1100,0,0,10,1100,0,0,z,0,10,0,1100,0,0,0,0,0,0,1100
54700,z,0,0,0,0,0,0,0,100,1,0,10,1100,0,0,10,1100,0,1,z,0,10,0,1100,0,0,0,0,0,0,0
54720,z,0,0,0,0,0,0,0,100,0,0,10,1100,0,0,10,1100,1,0,z,0,10,0,1100,0,0,0,0,0,0,0
54750,z,0,0,0,0,1,0,0,100,0,0,10,1100,0,1,10,1100,1,0,z,0,10,0,1100,0,0,0,0,1,1,0
54770,z,0,0,0,0,1,0,0,100,0,0,10,1100,1,1,10,1100,1,0,z,0,10,0,1100,0,0,0,1,1,1,0
54790,z,1100,0,0,0,0,0,0,100,1,0,10,1100,1,1,10,1100,1,1,z,0,10,0,1100,0,0,0,1,1,0,1100
54800,z,1100,0,0,0,0,0,0,100,0,0,10,1100,1,1,10,1100,1,0,z,0,10,0,1100,0,0,0,1,1,0,1100
54820,z,1100,0,0,0,0,0,0,100,0,0,10,1100,0,1,10,1100,1,0,z,0,10,0,1100,0,0,0,0,1,0,1100
54840,z,0,0,0,0,1,0,0,100,1,0,10,1100,0,1,10,1100,1,1,z,0,10,0,1100,0,0,0,0,1,1,0
54860,z,0,0,0,0,1,0,0,100,0,0,10,1100,0,1,11,1100,0,0,z,0,10,0,1100,0,0,0,0,1,1,0
54870,z,0,0,0,0,1,0,0,100,0,0,11,1100,0,1,11,1100,0,0,z,0,11,0,1100,0,0,0,0,1,1,0
54890,z,0,0,0,0,0,0,0,100,0,0,11,1100,0,0,11,1100,0,0,z,0,11,0,1100,0,0,0,0,0,0,0
54910,z,0,0,0,0,0,0,0,100,0,0,11,1100,1,0,11,1100,0,0,z,0,11,0,1100,0,0,0,1,0,0,0
54930,z,1100,0,0,0,0,0,0,100,1,0,11,1100,1,0,11,1100,0,1,z,0,11,0,1100,0,0,0,1,0,0,1100
54940,z,1100,0,0,0,0,0,0,100,0,0,11,1100,1,0,11,1100,0,0,z,0,11,0,1100,0,0,0,1,0,0,1100
54960,z,1100,0,0,0,0,0,0,100,0,0,11,1100,0,0,11,1100,0,0,z,0,11,0,1100,0,0,0,0,0,0,1100
54980,z,0,0,0,0,0,0,0,100,1,0,11,1100,0,0,11,1100,0,1,z,0,11,0,1100,0,0,0,0,0,0,0
55000,z,0,0,0,0,0,0,0,100,0,0,11,1100,0,0,11,1100,1,0,z,0,11,0,1100,0,0,0,0,0,0,0
55030,z,0,0,0,0,1,0,0,100,0,0,11,1100,0,1,11,1100,1,0,z,0,11,0,1100,0,0,0,0,1,1,0
55050,z,0,0,0,0,1,0,0,100,0,0,11,1100,1,1,11,1100,1,0,z,0,11,0,1100,0,0,0,1,1,1,0
55070,z,1100,0,0,0,0,0,0,100,1,0,11,1100,1,1,11,1100,1,1,z,0,11,0,1100,0,0,0,1,1,0,1100
55080,z,1100,0,0,0,0,0,0,100,0,0,11,1100,1,1,11,1100,1,0,z,0,11,0,1100,0,0,0,1,1,0,1100
55100,z,1100,0,0,0,0,0,0,100,0,0,11,1100,0,1,11,1100,1,0,z,0,11,0,1100,0,0,0,0,1,0,1100
55120,z,0,0,0,0,1,0,0,100,1,0,11,1100,0,1,11,1100,1,1,z,0,11,0,1100,0,0,0,0,1,1,0
55140,z,0,0,0,0,1,0,0,100,0,0,11,1100,0,1,100,1100,0,0,z,0,11,0,1100,0,0,0,0,1,1,0
55150,z,0,0,0,0,1,0,0,100,0,0,100,1100,0,1,100,1100,0,0,z,0,100,0,1100,0,0,0,0,1,1,0
55170,z,0,0,0,0,0,0,0,100,0,0,100,1100,0,0,100,1100,0,0,z,0,100,0,1100,0,0,0,0,0,0,0
55190,z,0,0,0,0,0,0,0,100,0,0,100,1100,1,0,100,1100,0,0,z,0,100,0,1100,0,0,0,1,0,0,0
55210,z,1100,0,0,0,0,0,0,100,1,0,100,1100,1,0,100,1100,0,1,z,0,100,0,1100,0,0,0,1,0,0,1100
55220,z,1100,0,0,0,0,0,0,100,0,0,100,1100,1,0,100,1100,0,0,z,0,100,0,1100,0,0,0,1,0,0,1100
55240,z,1100,0,0,0,0,0,0,100,0,0,100,1100,0,0,100,1100,0,0,z,0,100,0,1100,0,0,0,0,0,0,1100
55260,z,0,0,0,0,0,0,0,100,1,0,100,1100,0,0,100,1100,0,1,z,0,100,0,1100,0,0,0,0,0,0,0
55280,z,0,0,0,0,0,0,0,100,0,0,100,1100,0,0,100,1100,1,0,z,0,100,0,1100,0,0,0,0,0,0,0
55310,z,0,0,0,0,1,0,0,100,0,0,100,1100,0,1,100,1100,1,0,z,0,100,0,1100,0,0,0,0,1,1,0
55330,z,0,0,0,0,1,0,0,100,0,0,100,1100,1,1,100,1100,1,0,z,0,100,0,1100,0,0,0,1,1,1,0
55350,z,1100,0,0,0,0,0,0,100,1,0,100,1100,1,1,100,1100,1,1,z,0,100,0,1100,0,0,0,1,1,0,1100
55360,z,1100,0,0,0,0,0,0,100,0,0,100,1100,1,1,100,1100,1,0,z,0,100,0,1100,0,0,0,1,1,0,1100
55380,z,1100,0,0,0,0,0,0,100,0,0,100,1100,0,1,100,1100,1,0,z,0,100,0,1100,0,0,0,0,1,0,1100
55400,z,0,0,0,0,1,0,0,100,1,0,100,1100,0,1,100,1100,1,1,z,0,100,0,1100,0,0,0,0,1,1,0
55420,z,0,0,0,0,1,0,0,100,0,0,100,1100,0,1,101,1100,0,0,z,0,100,0,1100,0,0,0,0,1,1,0
55430,z,0,0,0,0,1,0,0,100,0,0,101,1100,0,1,101,1100,0,0,z,0,101,0,1100,0,0,0,0,1,1,0
55450,z,0,0,0,0,0,0,0,100,0,0,101,1100,0,0,101,1100,0,0,z,0,101,0,1100,0,0,0,0,0,0,0
55470,z,0,0,0,0,0,0,0,100,0,0,101,1100,1,0,101,1100,0,0,z,0,101,0,1100,0,0,0,1,0,0,0
55490,z,1100,0,0,0,0,0,0,100,1,0,101,1100,1,0,101,1100,0,1,z,0,101,0,1100,0,0,0,1,0,0,1100
55500,z,1100,0,0,0,0,0,0,100,0,0,101,1100,1,0,101,1100,0,0,z,0,101,0,1100,0,0,0,1,0,0,1100
55520,z,1100,0,0,0,0,0,0,100,0,0,101,1100,0,0,101,1100,0,0,z,0,101,0,1100,0,0,0,0,0,0,1100
55540,z,0,0,0,0,0,0,0,100,1,0,101,1100,0,0,101,1100,0,1,z,0,101,0,1100,0,0,0,0,0,0,0
55560,z,0,0,0,0,0,0,0,100,0,0,101,1100,0,0,101,1100,1,0,z,0,101,0,1100,0,0,0,0,0,0,0
55590,z,0,0,0,0,1,0,0,100,0,0,101,1100,0,1,101,1100,1,0,z,0,101,0,1100,0,0,0,0,1,1,0
55610,z,0,0,0,0,1,0,0,100,0,0,101,1100,1,1,101,1100,1,0,z,0,101,0,1100,0,0,0,1,1,1,0
55630,z,1100,0,0,0,0,0,0,100,1,0,101,1100,1,1,101,1100,1,1,z,0,101,0,1100,0,0,0,1,1,0,1100
55640,z,1100,0,0,0,0,0,0,100,0,0,101,1100,1,1,101,1100,1,0,z,0,101,0,1100,0,0,0,1,1,0,1100
55660,z,1100,0,0,0,0,0,0,100,0,0,101,1100,0,1,101,1100,1,0,z,0,101,0,1100,0,0,0,0,1,0,1100
55680,z,0,0,0,0,1,0,0,100,1,0,101,1100,0,1,101,1100,1,1,z,0,101,0,1100,0,0,0,0,1,1,0
55700,z,0,0,0,0,1,0,0,100,0,0,101,1100,0,1,110,1100,0,0,z,0,101,0,1100,0,0,0,0,1,1,0
55710,z,0,0,0,0,1,0,0,100,0,0,110,1100,0,1,110,1100,0,0,z,0,110,0,1100,0,0,0,0,1,1,0
55730,z,0,0,0,0,0,0,0,100,0,0,110,1100,0,0,110,1100,0,0,z,0,110,0,1100,0,0,0,0,0,0,0
55750,z,0,0,0,0,0,0,0,100,0,0,110,1100,1,0,110,1100,0,0,z,0,110,0,1100,0,0,0,1,0,0,0
55770,z,1100,0,0,0,0,0,0,100,1,0,110,1100,1,0,110,1100,0,1,z,0,110,0,1100,0,0,0,1,0,0,1100
55780,z,1100,0,0,0,0,0,0,100,0,0,110,1100,1,0,110,1100,0,0,z,0,110,0,1100,0,0,0,1,0,0,1100
55800,z,1100,0,0,0,0,0,0,100,0,0,110,1100,0,0,110,1100,0,0,z,0,110,0,1100,0,0,0,0,0,0,1100
55820,z,0,0,0,0,0,0,0,100,1,0,110,1100,0,0,110,1100,0,1,z,0,110,0,1100,0,0,0,0,0,0,0
55840,z,0,0,0,0,0,0,0,100,0,0,110,1100,0,0,110,1100,1,0,z,0,110,0,1100,0,0,0,0,0,0,0
55870,z,0,0,0,0,1,0,0,100,0,0,110,1100,0,1,110,1100,1,0,z,0,110,0,1100,0,0,0,0,1,1,0
55890,z,0,0,0,0,1,0,0,100,0,0,110,1100,1,1,110,1100,1,0,z,0,110,0,1100,0,0,0,1,1,1,0
55910,z,1100,0,0,0,0,0,0,100,1,0,110,1100,1,1,110,1100,1,1,z,0,110,0,1100,0,0,0,1,1,0,1100
55920,z,1100,0,0,0,0,0,0,100,0,0,110,1100,1,1,110,1100,1,0,z,0,110,0,1100,0,0,0,1,1,0,1100
55940,z,1100,0,0,0,0,0,0,100,0,0,110,1100,0,1,110,1100,1,0,z,0,110,0,1100,0,0,0,0,1,0,1100
55960,z,0,0,0,0,1,0,0,100,1,0,110,1100,0,1,110,1100,1,1,z,0,110,0,1100,0,0,0,0,1,1,0
55980,z,0,0,0,0,1,0,0,100,0,0,110,1100,0,1,111,1100,0,0,z,0,110,0,1100,0,0,0,0,1,1,0
55990,z,0,0,0,0,1,0,0,100,0,0,111,1100,0,1,111,1100,0,0,z,0,111,0,1100,0,0,0,0,1,1,0
56010,z,0,0,0,0,0,0,0,100,0,0,111,1100,0,0,111,1100,0,0,z,0,111,0,1100,0,0,0,0,0,0,0
