time,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.done,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
42610,101,1,0,0,1110,0,0,0,100,0,0,111,1001,0,0,111,1001,0,0,0,0,111,0,1001,0,0,1,0,0,1110,101
42620,101,1,0,0,1110,0,0,0,100,0,0,111,1001,0,0,111,1001,1,0,0,0,111,0,1001,0,0,1,0,0,1110,101
42650,101,1,0,0,1110,0,0,0,100,0,0,111,1001,0,1,111,1001,1,0,0,0,111,0,1001,0,0,1,0,1,1110,101
42670,101,1,0,0,1110,0,0,0,100,0,0,111,1001,1,1,111,1001,1,0,0,0,111,0,1001,0,0,1,1,1,1110,101
42690,1001,0,1,0,101,0,0,0,100,1,0,111,1001,1,1,111,1001,1,1,0,0,111,0,1001,0,1,0,1,1,101,1001
42700,1001,0,1,0,101,0,0,0,100,0,0,111,1001,1,1,111,1001,1,0,0,0,111,0,1001,0,1,0,1,1,101,1001
42720,1001,0,1,0,101,0,0,0,100,0,0,111,1001,0,1,111,1001,1,0,0,0,111,0,1001,0,1,0,0,1,101,1001
42740,101,1,0,0,1110,0,0,0,100,1,0,111,1001,0,1,111,1001,1,1,0,0,111,0,1001,0,0,1,0,1,1110,101
42750,101,1,0,0,1110,0,0,0,100,0,0,111,1001,0,1,111,1001,1,0,0,0,111,0,1001,0,0,1,0,1,1110,101
42760,101,1,0,0,1110,0,0,0,100,0,0,111,1001,0,1,1000,1001,0,0,0,0,111,0,1001,0,0,1,0,1,1110,101
42770,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,1,1000,1001,0,0,0,0,1000,0,1001,0,0,1,0,1,1010,101
42790,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,0,1000,1001,0,0,0,0,1000,0,1001,0,0,1,0,0,1010,101
42810,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,1,0,1000,1001,0,0,0,0,1000,0,1001,0,0,1,1,0,1010,101
42830,1001,0,1,0,101,0,0,0,100,1,0,1000,1001,1,0,1000,1001,0,1,0,0,1000,0,1001,0,1,0,1,0,101,1001
42840,1001,0,1,0,101,0,0,0,100,0,0,1000,1001,1,0,1000,1001,0,0,0,0,1000,0,1001,0,1,0,1,0,101,1001
42860,1001,0,1,0,101,0,0,0,100,0,0,1000,1001,0,0,1000,1001,0,0,0,0,1000,0,1001,0,1,0,0,0,101,1001
42880,101,1,0,0,1010,0,0,0,100,1,0,1000,1001,0,0,1000,1001,0,1,0,0,1000,0,1001,0,0,1,0,0,1010,101
42890,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,0,1000,1001,0,0,0,0,1000,0,1001,0,0,1,0,0,1010,101
42900,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,0,1000,1001,1,0,0,0,1000,0,1001,0,0,1,0,0,1010,101
42930,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,1,1000,1001,1,0,0,0,1000,0,1001,0,0,1,0,1,1010,101
42950,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,1,1,1000,1001,1,0,0,0,1000,0,1001,0,0,1,1,1,1010,101
42970,1001,0,1,0,101,0,0,0,100,1,0,1000,1001,1,1,1000,1001,1,1,0,0,1000,0,1001,0,1,0,1,1,101,1001
42980,1001,0,1,0,101,0,0,0,100,0,0,1000,1001,1,1,1000,1001,1,0,0,0,1000,0,1001,0,1,0,1,1,101,1001
43000,1001,0,1,0,101,0,0,0,100,0,0,1000,1001,0,1,1000,1001,1,0,0,0,1000,0,1001,0,1,0,0,1,101,1001
43020,101,1,0,0,1010,0,0,0,100,1,0,1000,1001,0,1,1000,1001,1,1,0,0,1000,0,1001,0,0,1,0,1,1010,101
43030,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,1,1000,1001,1,0,0,0,1000,0,1001,0,0,1,0,1,1010,101
43040,101,1,0,0,1010,0,0,0,100,0,0,1000,1001,0,1,1001,1001,0,0,0,0,1000,0,1001,0,0,1,0,1,1010,101
43050,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,1,1001,1001,0,0,0,0,1001,0,1001,0,0,1,0,1,1010,101
43070,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,0,1001,1001,0,0,0,0,1001,0,1001,0,0,1,0,0,1010,101
43090,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,1,0,1001,1001,0,0,0,0,1001,0,1001,0,0,1,1,0,1010,101
43110,1001,0,1,0,101,0,0,0,100,1,0,1001,1001,1,0,1001,1001,0,1,0,0,1001,0,1001,0,1,0,1,0,101,1001
43120,1001,0,1,0,101,0,0,0,100,0,0,1001,1001,1,0,1001,1001,0,0,0,0,1001,0,1001,0,1,0,1,0,101,1001
43140,1001,0,1,0,101,0,0,0,100,0,0,1001,1001,0,0,1001,1001,0,0,0,0,1001,0,1001,0,1,0,0,0,101,1001
43160,101,1,0,0,1010,0,0,0,100,1,0,1001,1001,0,0,1001,1001,0,1,0,0,1001,0,1001,0,0,1,0,0,1010,101
43170,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,0,1001,1001,0,0,0,0,1001,0,1001,0,0,1,0,0,1010,101
43180,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,0,1001,1001,1,0,0,0,1001,0,1001,0,0,1,0,0,1010,101
43210,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,1,1001,1001,1,0,0,0,1001,0,1001,0,0,1,0,1,1010,101
43230,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,1,1,1001,1001,1,0,0,0,1001,0,1001,0,0,1,1,1,1010,101
43250,1001,0,1,0,101,0,0,0,100,1,0,1001,1001,1,1,1001,1001,1,1,0,0,1001,0,1001,0,1,0,1,1,101,1001
43260,1001,0,1,0,101,0,0,0,100,0,0,1001,1001,1,1,1001,1001,1,0,0,0,1001,0,1001,0,1,0,1,1,101,1001
43280,1001,0,1,0,101,0,0,0,100,0,0,1001,1001,0,1,1001,1001,1,0,0,0,1001,0,1001,0,1,0,0,1,101,1001
43300,101,1,0,0,1010,0,0,0,100,1,0,1001,1001,0,1,1001,1001,1,1,0,0,1001,0,1001,0,0,1,0,1,1010,101
43310,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,1,1001,1001,1,0,0,0,1001,0,1001,0,0,1,0,1,1010,101
43320,101,1,0,0,1010,0,0,0,100,0,0,1001,1001,0,1,1010,1001,0,0,0,0,1001,0,1001,0,0,1,0,1,1010,101
43330,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,1,1010,1001,0,0,0,0,1010,0,1001,0,0,1,0,1,1010,101
43350,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,0,1010,1001,0,0,0,0,1010,0,1001,0,0,1,0,0,1010,101
43370,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,1,0,1010,1001,0,0,0,0,1010,0,1001,0,0,1,1,0,1010,101
43390,1001,0,1,0,101,0,0,0,100,1,0,1010,1001,1,0,1010,1001,0,1,0,0,1010,0,1001,0,1,0,1,0,101,1001
43400,1001,0,1,0,101,0,0,0,100,0,0,1010,1001,1,0,1010,1001,0,0,0,0,1010,0,1001,0,1,0,1,0,101,1001
43420,1001,0,1,0,101,0,0,0,100,0,0,1010,1001,0,0,1010,1001,0,0,0,0,1010,0,1001,0,1,0,0,0,101,1001
43440,101,1,0,0,1010,0,0,0,100,1,0,1010,1001,0,0,1010,1001,0,1,0,0,1010,0,1001,0,0,1,0,0,1010,101
43450,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,0,1010,1001,0,0,0,0,1010,0,1001,0,0,1,0,0,1010,101
43460,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,0,1010,1001,1,0,0,0,1010,0,1001,0,0,1,0,0,1010,101
43490,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,1,1010,1001,1,0,0,0,1010,0,1001,0,0,1,0,1,1010,101
43510,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,1,1,1010,1001,1,0,0,0,1010,0,1001,0,0,1,1,1,1010,101
43530,1001,0,1,0,101,0,0,0,100,1,0,1010,1001,1,1,1010,1001,1,1,0,0,1010,0,1001,0,1,0,1,1,101,1001
43540,1001,0,1,0,101,0,0,0,100,0,0,1010,1001,1,1,1010,1001,1,0,0,0,1010,0,1001,0,1,0,1,1,101,1001
43560,1001,0,1,0,101,0,0,0,100,0,0,1010,1001,0,1,1010,1001,1,0,0,0,1010,0,1001,0,1,0,0,1,101,1001
43580,101,1,0,0,1010,0,0,0,100,1,0,1010,1001,0,1,1010,1001,1,1,0,0,1010,0,1001,0,0,1,0,1,1010,101
43590,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,1,1010,1001,1,0,0,0,1010,0,1001,0,0,1,0,1,1010,101
43600,101,1,0,0,1010,0,0,0,100,0,0,1010,1001,0,1,1011,1001,0,0,0,0,1010,0,1001,0,0,1,0,1,1010,101
43610,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,1,1011,1001,0,0,0,0,1011,0,1001,0,0,1,0,1,1010,101
43630,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,0,1011,1001,0,0,0,0,1011,0,1001,0,0,1,0,0,1010,101
43650,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,1,0,1011,1001,0,0,0,0,1011,0,1001,0,0,1,1,0,1010,101
43670,1001,0,1,0,101,0,0,0,100,1,0,1011,1001,1,0,1011,1001,0,1,0,0,1011,0,1001,0,1,0,1,0,101,1001
43680,1001,0,1,0,101,0,0,0,100,0,0,1011,1001,1,0,1011,1001,0,0,0,0,1011,0,1001,0,1,0,1,0,101,1001
43700,1001,0,1,0,101,0,0,0,100,0,0,1011,1001,0,0,1011,1001,0,0,0,0,1011,0,1001,0,1,0,0,0,101,1001
43720,101,1,0,0,1010,0,0,0,100,1,0,1011,1001,0,0,1011,1001,0,1,0,0,1011,0,1001,0,0,1,0,0,1010,101
43730,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,0,1011,1001,0,0,0,0,1011,0,1001,0,0,1,0,0,1010,101
43740,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,0,1011,1001,1,0,0,0,1011,0,1001,0,0,1,0,0,1010,101
43770,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,1,1011,1001,1,0,0,0,1011,0,1001,0,0,1,0,1,1010,101
43790,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,1,1,1011,1001,1,0,0,0,1011,0,1001,0,0,1,1,1,1010,101
43810,1001,0,1,0,101,0,0,0,100,1,0,1011,1001,1,1,1011,1001,1,1,0,0,1011,0,1001,0,1,0,1,1,101,1001
43820,1001,0,1,0,101,0,0,0,100,0,0,1011,1001,1,1,1011,1001,1,0,0,0,1011,0,1001,0,1,0,1,1,101,1001
43840,1001,0,1,0,101,0,0,0,100,0,0,1011,1001,0,1,1011,1001,1,0,0,0,1011,0,1001,0,1,0,0,1,101,1001
43860,101,1,0,0,1010,0,0,0,100,1,0,1011,1001,0,1,1011,1001,1,1,0,0,1011,0,1001,0,0,1,0,1,1010,101
43870,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,1,1011,1001,1,0,0,0,1011,0,1001,0,0,1,0,1,1010,101
43880,101,1,0,0,1010,0,0,0,100,0,0,1011,1001,0,1,1100,1001,0,0,0,0,1011,0,1001,0,0,1,0,1,1010,101
43890,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,1,1100,1001,0,0,0,0,1100,0,1001,0,0,1,0,1,1010,101
43910,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,0,1100,1001,0,0,0,0,1100,0,1001,0,0,1,0,0,1010,101
43930,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,1,0,1100,1001,0,0,0,0,1100,0,1001,0,0,1,1,0,1010,101
43950,1001,0,1,0,101,0,0,0,100,1,0,1100,1001,1,0,1100,1001,0,1,0,0,1100,0,1001,0,1,0,1,0,101,1001
43960,1001,0,1,0,101,0,0,0,100,0,0,1100,1001,1,0,1100,1001,0,0,0,0,1100,0,1001,0,1,0,1,0,101,1001
43980,1001,0,1,0,101,0,0,0,100,0,0,1100,1001,0,0,1100,1001,0,0,0,0,1100,0,1001,0,1,0,0,0,101,1001
44000,101,1,0,0,1010,0,0,0,100,1,0,1100,1001,0,0,1100,1001,0,1,0,0,1100,0,1001,0,0,1,0,0,1010,101
44010,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,0,1100,1001,0,0,0,0,1100,0,1001,0,0,1,0,0,1010,101
44020,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,0,1100,1001,1,0,0,0,1100,0,1001,0,0,1,0,0,1010,101
44050,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,1,1100,1001,1,0,0,0,1100,0,1001,0,0,1,0,1,1010,101
44070,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,1,1,1100,1001,1,0,0,0,1100,0,1001,0,0,1,1,1,1010,101
44090,1001,0,1,0,101,0,0,0,100,1,0,1100,1001,1,1,1100,1001,1,1,0,0,1100,0,1001,0,1,0,1,1,101,1001
44100,1001,0,1,0,101,0,0,0,100,0,0,1100,1001,1,1,1100,1001,1,0,0,0,1100,0,1001,0,1,0,1,1,101,1001
44120,1001,0,1,0,101,0,0,0,100,0,0,1100,1001,0,1,1100,1001,1,0,0,0,1100,0,1001,0,1,0,0,1,101,1001
44140,101,1,0,0,1010,0,0,0,100,1,0,1100,1001,0,1,1100,1001,1,1,0,0,1100,0,1001,0,0,1,0,1,1010,101
44150,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,1,1100,1001,1,0,0,0,1100,0,1001,0,0,1,0,1,1010,101
44160,101,1,0,0,1010,0,0,0,100,0,0,1100,1001,0,1,1101,1001,0,0,0,0,1100,0,1001,0,0,1,0,1,1010,101
44170,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,1,1101,1001,0,0,0,0,1101,0,1001,0,0,1,0,1,1010,101
44190,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,0,1101,1001,0,0,0,0,1101,0,1001,0,0,1,0,0,1010,101
44210,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,1,0,1101,1001,0,0,0,0,1101,0,1001,0,0,1,1,0,1010,101
44230,1001,0,1,0,101,0,0,0,100,1,0,1101,1001,1,0,1101,1001,0,1,0,0,1101,0,1001,0,1,0,1,0,101,1001
44240,1001,0,1,0,101,0,0,0,100,0,0,1101,1001,1,0,1101,1001,0,0,0,0,1101,0,1001,0,1,0,1,0,101,1001
44260,1001,0,1,0,101,0,0,0,100,0,0,1101,1001,0,0,1101,1001,0,0,0,0,1101,0,1001,0,1,0,0,0,101,1001
44280,101,1,0,0,1010,0,0,0,100,1,0,1101,1001,0,0,1101,1001,0,1,0,0,1101,0,1001,0,0,1,0,0,1010,101
44290,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,0,1101,1001,0,0,0,0,1101,0,1001,0,0,1,0,0,1010,101
44300,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,0,1101,1001,1,0,0,0,1101,0,1001,0,0,1,0,0,1010,101
44330,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,1,1101,1001,1,0,0,0,1101,0,1001,0,0,1,0,1,1010,101
44350,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,1,1,1101,1001,1,0,0,0,1101,0,1001,0,0,1,1,1,1010,101
44370,1001,0,1,0,101,0,0,0,100,1,0,1101,1001,1,1,1101,1001,1,1,0,0,1101,0,1001,0,1,0,1,1,101,1001
44380,1001,0,1,0,101,0,0,0,100,0,0,1101,1001,1,1,1101,1001,1,0,0,0,1101,0,1001,0,1,0,1,1,101,1001
44400,1001,0,1,0,101,0,0,0,100,0,0,1101,1001,0,1,1101,1001,1,0,0,0,1101,0,1001,0,1,0,0,1,101,1001
44420,101,1,0,0,1010,0,0,0,100,1,0,1101,1001,0,1,1101,1001,1,1,0,0,1101,0,1001,0,0,1,0,1,1010,101
44430,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,1,1101,1001,1,0,0,0,1101,0,1001,0,0,1,0,1,1010,101
44440,101,1,0,0,1010,0,0,0,100,0,0,1101,1001,0,1,1110,1001,0,0,0,0,1101,0,1001,0,0,1,0,1,1010,101
44450,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,1,1110,1001,0,0,0,0,1110,0,1001,0,0,1,0,1,1010,101
44470,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,0,1110,1001,0,0,0,0,1110,0,1001,0,0,1,0,0,1010,101
44490,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,1,0,1110,1001,0,0,0,0,1110,0,1001,0,0,1,1,0,1010,101
44510,1001,0,1,0,101,0,0,0,100,1,0,1110,1001,1,0,1110,1001,0,1,0,0,1110,0,1001,0,1,0,1,0,101,1001
44520,1001,0,1,0,101,0,0,0,100,0,0,1110,1001,1,0,1110,1001,0,0,0,0,1110,0,1001,0,1,0,1,0,101,1001
44540,1001,0,1,0,101,0,0,0,100,0,0,1110,1001,0,0,1110,1001,0,0,0,0,1110,0,1001,0,1,0,0,0,101,1001
44560,101,1,0,0,1010,0,0,0,100,1,0,1110,1001,0,0,1110,1001,0,1,0,0,1110,0,1001,0,0,1,0,0,1010,101
44570,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,0,1110,1001,0,0,0,0,1110,0,1001,0,0,1,0,0,1010,101
44580,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,0,1110,1001,1,0,0,0,1110,0,1001,0,0,1,0,0,1010,101
44610,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,1,1110,1001,1,0,0,0,1110,0,1001,0,0,1,0,1,1010,101
44630,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,1,1,1110,1001,1,0,0,0,1110,0,1001,0,0,1,1,1,1010,101
44650,1001,0,1,0,101,0,0,0,100,1,0,1110,1001,1,1,1110,1001,1,1,0,0,1110,0,1001,0,1,0,1,1,101,1001
44660,1001,0,1,0,101,0,0,0,100,0,0,1110,1001,1,1,1110,1001,1,0,0,0,1110,0,1001,0,1,0,1,1,101,1001
44680,1001,0,1,0,101,0,0,0,100,0,0,1110,1001,0,1,1110,1001,1,0,0,0,1110,0,1001,0,1,0,0,1,101,1001
44700,101,1,0,0,1010,0,0,0,100,1,0,1110,1001,0,1,1110,1001,1,1,0,0,1110,0,1001,0,0,1,0,1,1010,101
44710,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,1,1110,1001,1,0,0,0,1110,0,1001,0,0,1,0,1,1010,101
44720,101,1,0,0,1010,0,0,0,100,0,0,1110,1001,0,1,1111,1001,0,0,0,0,1110,0,1001,0,0,1,0,1,1010,101
44730,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,1,1111,1001,0,0,0,0,1111,0,1001,0,0,1,0,1,1010,101
44750,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,0,1111,1001,0,0,0,0,1111,0,1001,0,0,1,0,0,1010,101
44770,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,1,0,1111,1001,0,0,0,0,1111,0,1001,0,0,1,1,0,1010,101
44790,1001,0,1,0,101,0,0,0,100,1,0,1111,1001,1,0,1111,1001,0,1,0,0,1111,0,1001,0,1,0,1,0,101,1001
44800,1001,0,1,0,101,0,0,0,100,0,0,1111,1001,1,0,1111,1001,0,0,0,0,1111,0,1001,0,1,0,1,0,101,1001
44820,1001,0,1,0,101,0,0,0,100,0,0,1111,1001,0,0,1111,1001,0,0,0,0,1111,0,1001,0,1,0,0,0,101,1001
44840,101,1,0,0,1010,0,0,0,100,1,0,1111,1001,0,0,1111,1001,0,1,0,0,1111,0,1001,0,0,1,0,0,1010,101
44850,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,0,1111,1001,0,0,0,0,1111,0,1001,0,0,1,0,0,1010,101
44860,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,0,1111,1001,1,0,0,0,1111,0,1001,0,0,1,0,0,1010,101
44890,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,1,1111,1001,1,0,0,0,1111,0,1001,0,0,1,0,1,1010,101
44910,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,1,1,1111,1001,1,0,0,0,1111,0,1001,0,0,1,1,1,1010,101
44930,1001,0,1,0,101,0,0,0,100,1,0,1111,1001,1,1,1111,1001,1,1,0,0,1111,0,1001,0,1,0,1,1,101,1001
44940,1001,0,1,0,101,0,0,0,100,0,0,1111,1001,1,1,1111,1001,1,0,0,0,1111,0,1001,0,1,0,1,1,101,1001
44960,1001,0,1,0,101,0,0,0,100,0,0,1111,1001,0,1,1111,1001,1,0,0,0,1111,0,1001,0,1,0,0,1,101,1001
44980,101,1,0,0,1010,0,0,0,100,1,0,1111,1001,0,1,1111,1001,1,1,0,0,1111,0,1001,0,0,1,0,1,1010,101
44990,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,1,1111,1001,1,0,0,0,1111,0,1001,0,0,1,0,1,1010,101
45000,101,1,0,0,1010,0,0,0,100,0,0,1111,1001,0,1,10000,1010,10,0,0,0,1111,0,1001,0,0,1,0,1,1010,101
45010,101,1,0,0,1010,0,0,0,100,0,0,1111,1010,0,1,10000,1010,10,0,0,0,1111,0,1010,0,0,1,0,1,1010,101
45020,101,1,0,0,1010,0,0,0,100,0,0,1111,1010,0,1,0,1010,0,0,0,0,1111,0,1010,0,0,1,0,1,1010,101
45030,101,1,0,0,1110,0,0,0,100,0,0,0,1010,0,1,0,1010,0,0,0,0,0,0,1010,0,0,1,0,1,1110,101
45050,101,1,0,0,1110,0,0,0,100,0,0,0,1010,0,0,0,1010,0,0,0,0,0,0,1010,0,0,1,0,0,1110,101
45070,101,1,0,0,1110,0,0,0,100,0,0,0,1010,1,0,0,1010,0,0,0,0,0,0,1010,0,0,1,1,0,1110,101
45090,1010,0,1,0,110,0,0,0,100,1,0,0,1010,1,0,0,1010,0,1,0,0,0,0,1010,0,1,0,1,0,110,1010
45100,1010,0,1,0,110,0,0,0,100,0,0,0,1010,1,0,0,1010,0,0,0,0,0,0,1010,0,1,0,1,0,110,1010
45120,1010,0,1,0,110,0,0,0,100,0,0,0,1010,0,0,0,1010,0,0,0,0,0,0,1010,0,1,0,0,0,110,1010
45140,110,1,0,0,0,0,0,1,100,1,0,0,1010,0,0,0,1010,0,1,1,0,0,0,1010,0,0,1,0,0,0,110
45150,110,1,0,0,0,0,0,1,100,0,0,0,1010,0,0,0,1010,0,0,1,0,0,0,1010,0,0,1,0,0,0,110
45160,110,1,0,0,0,0,0,1,100,0,0,0,1010,0,0,0,1010,1,0,1,0,0,0,1010,0,0,1,0,0,0,110
45190,110,1,0,0,0,0,0,1,100,0,0,0,1010,0,1,0,1010,1,0,1,0,0,0,1010,0,0,1,0,1,0,110
45210,110,1,0,0,0,0,0,1,100,0,0,0,1010,1,1,0,1010,1,0,1,0,0,0,1010,0,0,1,1,1,0,110
45230,1010,0,1,0,110,0,0,0,100,1,0,0,1010,1,1,0,1010,1,1,0,0,0,0,1010,0,1,0,1,1,110,1010
45240,1010,0,1,0,110,0,0,0,100,0,0,0,1010,1,1,0,1010,1,0,0,0,0,0,1010,0,1,0,1,1,110,1010
45260,1010,0,1,0,110,0,0,0,100,0,0,0,1010,0,1,0,1010,1,0,0,0,0,0,1010,0,1,0,0,1,110,1010
45280,110,1,0,0,0,0,0,1,100,1,0,0,1010,0,1,0,1010,1,1,1,0,0,0,1010,0,0,1,0,1,0,110
45290,110,1,0,0,0,0,0,1,100,0,0,0,1010,0,1,0,1010,1,0,1,0,0,0,1010,0,0,1,0,1,0,110
45300,110,1,0,0,0,0,0,1,100,0,0,0,1010,0,1,1,1010,0,0,1,0,0,0,1010,0,0,1,0,1,0,110
45310,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,1,1,1010,0,0,1,0,1,0,1010,0,0,1,0,1,0,110
45330,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,0,1,1010,0,0,1,0,1,0,1010,0,0,1,0,0,0,110
45350,110,1,0,0,0,0,0,1,100,0,0,1,1010,1,0,1,1010,0,0,1,0,1,0,1010,0,0,1,1,0,0,110
45370,1010,0,1,0,110,0,0,0,100,1,0,1,1010,1,0,1,1010,0,1,0,0,1,0,1010,0,1,0,1,0,110,1010
45380,1010,0,1,0,110,0,0,0,100,0,0,1,1010,1,0,1,1010,0,0,0,0,1,0,1010,0,1,0,1,0,110,1010
45400,1010,0,1,0,110,0,0,0,100,0,0,1,1010,0,0,1,1010,0,0,0,0,1,0,1010,0,1,0,0,0,110,1010
45420,110,1,0,0,0,0,0,1,100,1,0,1,1010,0,0,1,1010,0,1,1,0,1,0,1010,0,0,1,0,0,0,110
45430,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,0,1,1010,0,0,1,0,1,0,1010,0,0,1,0,0,0,110
45440,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,0,1,1010,1,0,1,0,1,0,1010,0,0,1,0,0,0,110
45470,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,1,1,1010,1,0,1,0,1,0,1010,0,0,1,0,1,0,110
45490,110,1,0,0,0,0,0,1,100,0,0,1,1010,1,1,1,1010,1,0,1,0,1,0,1010,0,0,1,1,1,0,110
45510,1010,0,1,0,110,0,0,0,100,1,0,1,1010,1,1,1,1010,1,1,0,0,1,0,1010,0,1,0,1,1,110,1010
45520,1010,0,1,0,110,0,0,0,100,0,0,1,1010,1,1,1,1010,1,0,0,0,1,0,1010,0,1,0,1,1,110,1010
45540,1010,0,1,0,110,0,0,0,100,0,0,1,1010,0,1,1,1010,1,0,0,0,1,0,1010,0,1,0,0,1,110,1010
45560,110,1,0,0,0,0,0,1,100,1,0,1,1010,0,1,1,1010,1,1,1,0,1,0,1010,0,0,1,0,1,0,110
45570,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,1,1,1010,1,0,1,0,1,0,1010,0,0,1,0,1,0,110
45580,110,1,0,0,0,0,0,1,100,0,0,1,1010,0,1,10,1010,0,0,1,0,1,0,1010,0,0,1,0,1,0,110
45590,110,1,0,0,0,0,0,1,100,0,0,10,1010,0,1,10,1010,0,0,1,0,10,0,1010,0,0,1,0,1,0,110
45610,110,1,0,0,0,0,0,1,100,0,0,10,1010,0,0,10,1010,0,0,1,0,10,0,1010,0,0,1,0,0,0,110
45630,110,1,0,0,0,0,0,1,100,0,0,10,1010,1,0,10,1010,0,0,1,0,10,0,1010,0,0,1,1,0,0,110
45650,1010,0,1,0,110,0,0,0,100,1,0,10,1010,1,0,10,1010,0,1,0,0,10,0,1010,0,1,0,1,0,110,1010
45660,1010,0,1,0,110,0,0,0,100,0,0,10,1010,1,0,10,1010,0,0,0,0,10,0,1010,0,1,0,1,0,110,1010
45680,1010,0,1,0,110,0,0,0,100,0,0,10,1010,0,0,10,1010,0,0,0,0,10,0,1010,0,1,0,0,0,110,1010
